 "year" "mean season Bio-E" "fcm convergence" "probability of mutation" "mutated?" "recombined?" "decay-rate" "energy-gain" "ndvi-weight" "caribou-veg-factor" "caribou-rough-factor" "caribou-insect-factor" "caribou-modifier-factor" "caribou-deflection-factor" "caribou-precip-factor" "solution success"
 37 -7975718.418999999 0.76 0.76 1 0 0.02400000000000002 0 0.8079999999999999 0.77 0.20499999999999996 0.18600000000000005 0.561 0.20499999999999996 0.3959999999999999 0
 38 8281429.881004292 0.84 0.84 1 0 0 0.17200000000000004 0.5169999999999999 0.9420000000000001 0 0 0.2250000000000001 0.377 0.05999999999999994 0
 39 6302757.704010713 0.84 0.84 0 0 0 0.276 0.4969999999999999 0.5770000000000001 0 0 0.32900000000000007 0.481 0 0
 40 6753557.394587301 0.76 0.76 0 0 0 0.276 0.4969999999999999 0.5770000000000001 0 0 0.32900000000000007 0.481 0 0
 41 6600044.353763392 0.76 0.76 1 0 0 0.276 0.4969999999999999 0.5770000000000001 0 0 0.32900000000000007 0.481 0 0
 42 -2952843.5626613623 0.76 0.76 1 0 0 0.15000000000000002 0.3709999999999999 0.549 0.06499999999999995 0.06499999999999995 0.30100000000000005 0.45299999999999996 0.06499999999999995 0
 43 1.910696136934915E7 0.76 0.76 1 0 0.244 0.394 0.03599999999999992 0.793 0 0 0 0.03799999999999998 0 0
 44 -7974926.603500001 0.78 0.78 1 0 0 0 0 0.32300000000000006 0.34299999999999997 0.34299999999999997 0 0 0.34299999999999997 0
 45 1.6597915239538746E7 0.74 0.74 1 0 0.498 0.498 0.008000000000000007 0.6190000000000001 0.351 0.639 0.29600000000000004 0.008000000000000007 0.841 0
 46 3.822375627607027E7 0.6599999999999999 0.6599999999999999 1 0 0.797 0.966 0.476 0.7600000000000001 0.65 0.78 0.5950000000000001 0.476 0.982 0
 47 4.691379626387856E7 0.64 0.64 1 0 0.36400000000000005 1 0.04299999999999998 0.8310000000000001 0.622 0.851 0.1620000000000001 0.44799999999999995 0.954 0
 48 5.5648276574178144E7 0.7 0.7 0 0 0.6100000000000001 1 0.35200000000000004 1 0.931 0.724 0.03500000000000009 0.757 0.827 0
 49 5.454578223611322E7 0.74 0.74 0 0 0.6100000000000001 1 0.35200000000000004 1 0.931 0.724 0.03500000000000009 0.757 0.827 0
 50 5.5886995546914056E7 0.72 0.72 1 0 0.6100000000000001 1 0.35200000000000004 1 0.931 0.724 0.03500000000000009 0.757 0.827 0
 51 5.0888618038396776E7 0.74 0.74 1 0 1 1 0.6460000000000001 1 1 0.956 0.524 0.989 1 0
